ISO_YSAMP_N,ISO_FISH_N,ITEM_N,NUM,CATEGORY,GROUP,TAXON,SAMPLE_TYPE,N2_AMP,PER_N,D15N,CO2_AMP,PER_C,D13C,SD_D13C_VPDB,H2_AMP,PER_H,D2H,CO2_AREA,D18O_VSMOW,SD_D18O_VSMOW,D18O_VPDB,SD_D18O_VPDB,COMMENT
SIC.LOP.2021.018,,21-s-8,,INVERT,SNAIL,PLANORBIDAE,TISSUE,1867,5.53,0.58,1520,29.39,-21.98,,,,,,,,,,
SIC.LOP.2021.018,,21-s-9,,INVERT,SNAIL,PLANORBIDAE,TISSUE,2550,7.53,1.09,1661,32.29,-21.03,,,,,,,,,,
SIC.HNM.2021.007,,21-sph-50,,INVERT,FINGERNAIL CLAM,SPHAERIIDAE,TISSUE,1067,3.79,2.76,999,22.63,-28.27,,,,,,,,,,
SIC.LML.2021.036,,21-tal-110,1,INVERT,AMPHIPOD,TALITRIAE,TISSUE,1909,6.6,2.51,1684,37.82,-24.31,,,,,,,,,,
SIC.LML.2021.032,,21-tal-120,1,INVERT,AMPHIPOD,TALITRIAE,TISSUE,1826,6.23,0.26,1560,34.31,-22.49,,,,,,,,,,
SIC.LML.2021.030,,21-tal-145-1,1,INVERT,AMPHIPOD,TALITRIAE,TISSUE,1858,6.13,0.17,1563,34.6,-17.16,,,,,,,,,,
SIC.LML.2021.030,,21-tal-145-2,1,INVERT,AMPHIPOD,TALITRIAE,TISSUE,1858,6.13,0.17,1563,34.6,-17.16,,,,,,,,,,
SIC.LML.2021.023,,21-tal-148,1,INVERT,AMPHIPOD,TALITRIAE,TISSUE,1282,6.51,0.32,991,33.15,-23.01,,,,,,,,,,
SIC.LML.2021.035,,21-tal-155,1,INVERT,AMPHIPOD,TALITRIAE,TISSUE,1999,6.14,2.19,1836,38.17,-22.73,,,,,,,,,,
SIC.WFL.2021.025,,21-tal-25,,INVERT,AMPHIPOD,TALITRIAE,TISSUE,1120,5.86,4.39,1169,39.33,-35.17,,,,,,,,,,
SIC.LML.2021.001,,21-viv-93,1,INVERT,SNAIL,VIVIPARIDAE,TISSUE,2983,8.9,1.09,1866,36.81,-24.84,,,,,,,,,,
SIC.LML.2022.014,LLS.LML.051922.BEF.001,22-39,1,VERT,FISH,LLS,OTOLITH,,,,,,-12.37,0,,,,60,,,-8,0,
SIC.LML.2022.010,ST.LML.051822.BEF.002,22-41,1,VERT,FISH,ST,OTOLITH,,,,,,-17.31,0,,,,33,,,-9,0,
SIC.LML.2001.007,,A1,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.007,,A10,,ALGA,PERI,,,,,3.66,,,-19.91,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.007,,A11,,ALGA,PHYTO,,,,,,,,-28.7,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.016,,A12,,ALGA,PERI,,,,,3.18,,,-22.12,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.010,,A13,,ALGA,PHYTO,,,,,,,,-18.21,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.005,,A14,,ALGA,PHYTO,,,,,,,,-22.17,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,A15,,ALGA,PERI,,,,,3.33,,,-20.53,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.003,,A16,,ALGA,PHYTO,,,,,2.74,,,-20.85,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.018,,A17,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.001,,A18,,ALGA,PHYTO,,,,,,,,-25.95,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.007,,A19,,ALGA,PERI,,,,,1.24,,,-17.7,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.005,,A2,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.005,,A20,,ALGA,PERI,,,,,-0.21,,,-22.18,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.008,,A21,,ALGA,PERI,,,,,2.2,,,-16.75,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.004,,A22,,ALGA,PHYTO,,,,,3.4,,,-19.13,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.016,,A23,,ALGA,PHYTO,,,,,,,,,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.004,,A24,,ALGA,PERI,,,,,1.83,,,-21.82,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.005,,A25,,ALGA,PERI,,,,,0.34,,,-18.64,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.010,,A26,,ALGA,PERI,,,,,2.33,,,-19.53,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.004,,A27,,ALGA,PERI,,,,,2.18,,,-21.98,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.003,,A28,,ALGA,PHYTO,,,,,,,,-21.32,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.1999.001,,A29,,INVERT,SNAIL,,,,,3.98,,,-12.45,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2001.008,,A3,,ALGA,PHYTO,,,,,1.82,,,-24.35,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.003,,A4,,ALGA,PERI,,,,,,,,-19.7,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.002,,A5,,ALGA,PERI,,,,,4.63,,,-23.92,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.011,,A6,,ALGA,PERI,,,,,1.01,,,-17.46,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2002.011,,A7,,ALGA,PHYTO,,,,,,,,-28.86,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.001,,A8,,ALGA,PHYTO,,,,,2.94,,,-24.09,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LML.2000.004,,A9,,ALGA,PHYTO,,,,,2.15,,,-19.47,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.LMFS.2022.001,ST.LMFS.090122.MORT.009,ASN-1-22,1,VERT,FISH,ST,OTOLITH,,,,,,-12.71,0,,,,64,,,-9,0,
SIC.LMFS.2022.001,ST.LMFS.090122.MORT.010,ASN-2-22,1,VERT,FISH,ST,OTOLITH,,,,,,-13.5,0,,,,94,,,-9,0,
SIC.WLL.2003.005,,BB.WLL.080403.SIC.001,1,VERT,FISH,BB,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.WLL.2003.004,,BK.WLL.080403.SIC.001,1,VERT,FISH,BK,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2004.002,,BND.FBL.080204.SIC.001,,VERT,FISH,BND,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2004.003,,BND.LML.081604.SIC.001,1,VERT,FISH,BND,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.COM.2021.010,CC.COM.081021.MWT.015,C001,,VERT,FISH,CC,TISSUE,4110,13.76,6.63,2050,45.49,-28.91,,,,,,,,,,
SIC.COM.2021.010,CC.COM.081021.MWT.012,C002,,VERT,FISH,CC,TISSUE,4751,13.78,7.97,2357,45.75,-27.09,,,,,,,,,,
SIC.COM.2021.010,CC.COM.081021.MWT.014,C003,,VERT,FISH,CC,TISSUE,4651,13.74,8.41,2309,45.8,-28.5,,,,,,,,,,
SIC.COM.2021.010,CC.COM.081021.MWT.013,C004,,VERT,FISH,CC,TISSUE,4250,14.14,8.66,2080,46.06,-28.58,,,,,,,,,,
SIC.COM.2021.007,NRD.COM.081021.MWT.001,C005,,VERT,FISH,NRD,TISSUE,4191,13.83,7.53,2096,46.21,-29.02,,,,,,,,,,
SIC.PRL.2021.023,ST.PRL.081221.MWT.002,C007,,VERT,FISH,ST,TISSUE,4383,13.98,7.78,2170,46.38,-26.29,,,,,,,,,,
SIC.PRL.2021.023,ST.PRL.081221.MWT.003,C008,,VERT,FISH,ST,TISSUE,4066,13.63,7.16,1976,43.95,-26.82,,,,,,,,,,
SIC.PRL.2021.023,ST.PRL.081221.MWT.004,C009,,VERT,FISH,ST,TISSUE,4141,13.78,6.86,2039,45.32,-26.34,,,,,,,,,,
SIC.FBL.2004.001,,CC.FBL.061204.SIC.001,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2004.001,,CC.FBL.061204.SIC.002,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2004.001,,CC.FBL.061204.SIC.003,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2004.001,,CC.FBL.061204.SIC.004,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2004.001,,CC.FBL.061204.SIC.005,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2002.001,,CC.FBL.071202.SIC.002,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2004.002,,CC.FBL.080204.SIC.001,,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2002.002,,CC.FBL.081402.SIC.002,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2003.005,,CC.LML.073103.SIC.001,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2003.005,,CC.LML.073103.SIC.002,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2003.007,,CC.LML.073103.SIC.003,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.LML.2004.003,,CC.LML.081604.SIC.001,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2002.001,,CC.SBL.071102.SIC.001,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.005,,CC.SBL.080603.SIC.001,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2002.002,,CC.SBL.081902.SIC.001,1,VERT,FISH,CC,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.FBL.2003.001,,CHI.FBL.050503.SIC.001,50,INVERT,INSECT,CHIRONOMIDAE,,,,10.431,,,-34.2,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.FBL.2003.001,,CHI.FBL.050503.SIC.002,10,INVERT,INSECT,CHIRONOMIDAE,,,,7.816,,,-33.986,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.FBL.2003.002,,CHI.FBL.050603.SIC.001,50,INVERT,INSECT,CHIRONOMIDAE,,,,8.056,,,-29.593,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.FBL.2003.002,,CHI.FBL.050603.SIC.002,10,INVERT,INSECT,CHIRONOMIDAE,,,,7.551,,,-32.094,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.FBL.2003.003,,CHI.FBL.051203.SIC.001,10,INVERT,INSECT,CHIRONOMIDAE,,,,11.515,,,-28.207,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.FBL.2003.003,,CHI.FBL.051203.SIC.002,10,INVERT,INSECT,CHIRONOMIDAE,,,,7.834,,,-31.673,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.LML.2003.001,,CHI.LML.050703.SIC.001,50,INVERT,INSECT,CHIRONOMIDAE,,,,7.567,,,-28.363,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.LML.2003.001,,CHI.LML.050703.SIC.002,50,INVERT,INSECT,CHIRONOMIDAE,,,,10.141,,,-25.259,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.LML.2003.002,,CHI.LML.050803.SIC.001,50,INVERT,INSECT,CHIRONOMIDAE,,,,7.408,,,-29.33,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.LML.2003.002,,CHI.LML.050803.SIC.002,50,INVERT,INSECT,CHIRONOMIDAE,,,,8.311,,,-27.841,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.SBL.2003.001,,CHI.SBL.051303.SIC.001,3,INVERT,INSECT,CHIRONOMIDAE,,,,11.985,,,-27.457,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.SBL.2003.001,,CHI.SBL.051303.SIC.002,4,INVERT,INSECT,CHIRONOMIDAE,,,,10.088,,,-29.107,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.TBL.2003.001,,CHI.TBL.051503.SIC.001,5,INVERT,INSECT,CHIRONOMIDAE,,,,10.774,,,-31.015,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.TBL.2003.002,,CHI.TBL.051603.SIC.001,10,INVERT,INSECT,CHIRONOMIDAE,,,,7.192,,,-33.301,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.TBL.2003.002,,CHI.TBL.051603.SIC.002,10,INVERT,INSECT,CHIRONOMIDAE,,,,7.118,,,-33.861,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'"
SIC.FBL.2006.UNK,,FBL01PER,,ALGA,PERI,,,,,4.1048,,,-27.6311,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL01ZOO,,INVERT,ZOOP,,,,,3.0138,,,-31.5621,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL02PER,,ALGA,PERI,,,,,8.3548,,,-25.5451,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL02ZOO,,INVERT,ZOOP,,,,,1.6048,,,-32.4101,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL03PER,,ALGA,PERI,,,,,-6.5342,,,-25.8501,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL03ZOO,,INVERT,ZOOP,,,,,2.1078,,,-31.7681,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL04PER,,ALGA,PERI,,,,,3.3718,,,-25.7991,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL04ZOO,,INVERT,ZOOP,,,,,1.6998,,,-32.5461,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL05PER,,ALGA,PERI,,,,,5.2728,,,-25.2641,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL05ZOO,,INVERT,ZOOP,,,,,1.7238,,,-30.8401,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL06PER,,ALGA,PERI,,,,,5.6798,,,-26.5051,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL06ZOO,,INVERT,ZOOP,,,,,1.5348,,,-32.2671,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL07PER,,ALGA,PERI,,,,,4.4068,,,-24.2521,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.FBL.2006.UNK,,FBL07ZOO,,INVERT,ZOOP,,,,,1.7248,,,-32.3531,,,,,,,,,,Added from 'JML ISOTOPE DATA'
SIC.HAL.T8.2013.001,,GM130001,,INVERT,CRAYFISH,CAMBARIDAE,,,6.5,4.4,,33.8,-25.1,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T8.2013.001,,GM130002,,INVERT,CRAYFISH,CAMBARIDAE,,,5.6,2.7,,29.9,-24.1,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T8.2013.001,,GM130003,,INVERT,CRAYFISH,CAMBARIDAE,,,8.0800406,4.329,,37.5659768,-25.322,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130004,,INVERT,INSECT,AESHNIDAE,,,10.2668372,5.297,,45.452637,-27.354,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130005,,INVERT,INSECT,AESHNIDAE,,,11.8,5.6,,54.3,-27.3,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130006,,INVERT,INSECT,AESHNIDAE,,,7.3,5,,33.9,-24.8,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130007,,INVERT,CRAYFISH,CAMBARIDAE,,,6.5756679,3.402,,32.0011479,-24.009,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130008,,INVERT,CRAYFISH,CAMBARIDAE,,,5.8,3.4,,30.1,-24,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130009,,INVERT,CRAYFISH,CAMBARIDAE,,,4.5700752,3.409,,19.3305827,-24.481,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130010,,INVERT,CRAYFISH,CAMBARIDAE,,,6.3,4.3,,33.4,-24.7,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130011,,INVERT,INSECT,LEUCTRIDAE,,,11.2,4.9,,48.8,-26.3,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130012,,INVERT,INSECT,HYDROPSYCHIDAE,,,10.7,4.6,,56.3,-27.2,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130013,,INVERT,INSECT,HYDROPSYCHIDAE,,,9.3,4.4,,51.8,-27.4,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130014,,INVERT,INSECT,HYDROPSYCHIDAE,,,8.8949715,4.538,,51.8357145,-27.43,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130015,,INVERT,INSECT,AESHNIDAE,,,7.5528666,3.811,,42.5707257,-31.467,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130016,,INVERT,INSECT,AESHNIDAE,,,8.7611994,3.648,,47.4129753,-31.88,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130017,,INVERT,INSECT,AESHNIDAE,,,7.5834185,3.589,,41.401318,-31.223,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130018,,INVERT,CRAYFISH,CAMBARIDAE,,,7.1747994,3.54,,35.2503164,-26.405,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130019,,INVERT,INSECT,LEUCTRIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130020,,INVERT,INSECT,LEUCTRIDAE,,,11.5,1.9,,51.9,-29.1,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T8.2013.001,,GM130021,,INVERT,CRAYFISH,CAMBARIDAE,,,5.4,3.4,,33.8,-24.8,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T8.2013.001,,GM130022,,INVERT,CRAYFISH,CAMBARIDAE,,,5.8535343,2.612,,36.0544651,-24.195,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130046,,INVERT,CRAYFISH,CAMBARIDAE,,,5.1,3.7,,22,-24.9,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130047,,INVERT,CRAYFISH,CAMBARIDAE,,,6.6,2.7,,35.6,-25.5,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130048,,INVERT,CRAYFISH,CAMBARIDAE,,,7.1878372,2.619,,37.726873,-24.451,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130049,,INVERT,INSECT,AESHNIDAE,,,10.5592615,4.613,,51.6120891,-27.113,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130050,,INVERT,INSECT,TIPULIDAE,,,9.0651441,7.128,,50.6977701,-24.114,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130051,,INVERT,INSECT,LIMNEPHILIDAE,,,8.4,0.5,,46,-25.4,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130052,,INVERT,INSECT,LIMNEPHILIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130053,,INVERT,INSECT,LIMNEPHILIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130054,,INVERT,INSECT,HYDROPSYCHIDAE,,,11.4545802,5.78,,49.4730566,-24.444,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130055,,INVERT,INSECT,MEGALOPTERA,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130056,,INVERT,INSECT,LEUCTRIDAE,,,10.3,3.8,,48.2,-25.5,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130057,,INVERT,INSECT,LEUCTRIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130058,,INVERT,INSECT,NEMOURIDAE,,,10.453376,1.302,,52.2965833,-27.221,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130059,,INVERT,INSECT,NEMOURIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130060,,INVERT,INSECT,AESHNIDAE,,,10.759439,4.736,,49.8289284,-25.985,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130061,,INVERT,CRAYFISH,CAMBARIDAE,,,6.9795446,2.016,,37.6616762,-25.326,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130062,,INVERT,INSECT,LEUCTRIDAE,,,11.1,3.6,,48.2,-26,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130063,,INVERT,INSECT,LEUCTRIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130064,,INVERT,INSECT,LEUCTRIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130065,,INVERT,INSECT,LIMNEPHILIDAE,,,11.2834905,1.365,,51.2965546,-26.391,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130066,,INVERT,INSECT,LIMNEPHILIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130067,,INVERT,INSECT,LIMNEPHILIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T16.2013.001,,GM130068,,INVERT,INSECT,LIMNEPHILIDAE,,,7.8,1.4,,52.3,-25.5,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130069,,INVERT,INSECT,LEUCTRIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130070,,INVERT,CRAYFISH,CAMBARIDAE,,,7.7,2.5,,39.5,-25.9,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130071,,INVERT,INSECT,TIPULIDAE,,,11.660296,4.411,,47.8863026,-24.371,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130072,,INVERT,INSECT,LIMNEPHILIDAE,,,8.3,0.1,,53.5,-25.2,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130073,,INVERT,INSECT,LEUCTRIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130074,,INVERT,INSECT,HYDROPSYCHIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130075,,INVERT,CRAYFISH,CAMBARIDAE,,,8.0680139,2.164,,36.8857788,-26.697,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130076,,INVERT,CRAYFISH,CAMBARIDAE,,,7.5,2.1,,33.7,-24.5,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130077,,INVERT,INSECT,HYDROPSYCHIDAE,,,10.9,4.3,,49.7,-26.3,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130078,,INVERT,INSECT,LIMNEPHILIDAE,,,10.8,1.4,,50.2,-26.3,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T24.2013.001,,GM130079,,INVERT,INSECT,LIMNEPHILIDAE,,,,,,,,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130080,,INVERT,INSECT,HYDROPSYCHIDAE,,,10.3747831,4.531,,54.1694,-30.929,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130081,,INVERT,INSECT,HYDROPSYCHIDAE,,,10.6,4.8,,53.3,-30.7,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130082,,INVERT,INSECT,HYDROPSYCHIDAE,,,9.7,4.6,,51.5,-30.8,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130083,,INVERT,CRAYFISH,CAMBARIDAE,,,7.8740323,4.509,,37.8217966,-28.896,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130084,,INVERT,CRAYFISH,CAMBARIDAE,,,6.6737019,4.319,,37.2095943,-30.137,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130085,,INVERT,CRAYFISH,CAMBARIDAE,,,6.1845841,5.137,,34.3912736,-28.512,,,,,,,,,,Added from Driscoll isotope files
SIC.HAL.T6.2013.001,,GM130086,,INVERT,INSECT,AESHNIDAE,,,8.2681935,4.238,,45.6599274,-31.491,,,,,,,,,,Added from Driscoll isotope files
